postgres_db  | 
kafka         | [2025-05-31 03:07:19,470] INFO [ExpirationReaper-1-DeleteRecords]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,471] INFO [ExpirationReaper-1-ElectLeader]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,472] INFO [ExpirationReaper-1-ElectLeader]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,472] INFO [ExpirationReaper-1-ElectLeader]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,474] INFO [ReplicaManager broker=1] Shut down completely (kafka.server.ReplicaManager)
kafka         | [2025-05-31 03:07:19,474] INFO [broker-1-to-controller-alter-partition-channel-manager]: Shutting down (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,475] INFO [broker-1-to-controller-alter-partition-channel-manager]: Stopped (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,475] INFO [broker-1-to-controller-alter-partition-channel-manager]: Shutdown completed (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,476] INFO Broker to controller channel manager for alter-partition shutdown (kafka.server.BrokerToControllerChannelManagerImpl)
kafka         | [2025-05-31 03:07:19,476] INFO [broker-1-to-controller-forwarding-channel-manager]: Shutting down (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,477] INFO [broker-1-to-controller-forwarding-channel-manager]: Stopped (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,477] INFO [broker-1-to-controller-forwarding-channel-manager]: Shutdown completed (kafka.server.BrokerToControllerRequestThread)
kafka         | [2025-05-31 03:07:19,478] INFO Broker to controller channel manager for forwarding shutdown (kafka.server.BrokerToControllerChannelManagerImpl)
kafka         | [2025-05-31 03:07:19,478] INFO Shutting down. (kafka.log.LogManager)
kafka         | [2025-05-31 03:07:19,480] INFO Shutting down the log cleaner. (kafka.log.LogCleaner)
kafka         | [2025-05-31 03:07:19,480] INFO [kafka-log-cleaner-thread-0]: Shutting down (kafka.log.LogCleaner$CleanerThread)
kafka         | [2025-05-31 03:07:19,481] INFO [kafka-log-cleaner-thread-0]: Stopped (kafka.log.LogCleaner$CleanerThread)
kafka         | [2025-05-31 03:07:19,481] INFO [kafka-log-cleaner-thread-0]: Shutdown completed (kafka.log.LogCleaner$CleanerThread)
kafka         | [2025-05-31 03:07:19,512] INFO Shutdown complete. (kafka.log.LogManager)
kafka         | [2025-05-31 03:07:19,513] INFO [broker-1-ThrottledChannelReaper-Fetch]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,517] INFO [broker-1-ThrottledChannelReaper-Fetch]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,517] INFO [broker-1-ThrottledChannelReaper-Fetch]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,517] INFO [broker-1-ThrottledChannelReaper-Produce]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,518] INFO [broker-1-ThrottledChannelReaper-Produce]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,518] INFO [broker-1-ThrottledChannelReaper-Produce]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,518] INFO [broker-1-ThrottledChannelReaper-Request]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,518] INFO [broker-1-ThrottledChannelReaper-Request]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,518] INFO [broker-1-ThrottledChannelReaper-Request]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,519] INFO [broker-1-ThrottledChannelReaper-ControllerMutation]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,519] INFO [broker-1-ThrottledChannelReaper-ControllerMutation]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,519] INFO [broker-1-ThrottledChannelReaper-ControllerMutation]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,520] INFO [SocketServer listenerType=BROKER, nodeId=1] Shutting down socket server (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,529] INFO [SocketServer listenerType=BROKER, nodeId=1] Shutdown completed (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,531] INFO Broker and topic stats closed (kafka.server.BrokerTopicStats)
kafka         | [2025-05-31 03:07:19,531] INFO [BrokerLifecycleManager id=1] closed event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,532] INFO [BrokerServer id=1] shut down completed (kafka.server.BrokerServer)
kafka         | [2025-05-31 03:07:19,532] INFO [BrokerServer id=1] Transition from SHUTTING_DOWN to SHUTDOWN (kafka.server.BrokerServer)
kafka         | [2025-05-31 03:07:19,533] INFO [ControllerServer id=1] shutting down (kafka.server.ControllerServer)
kafka         | [2025-05-31 03:07:19,534] INFO [raft-expiration-reaper]: Shutting down (kafka.raft.TimingWheelExpirationService$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,729] INFO [raft-expiration-reaper]: Shutdown completed (kafka.raft.TimingWheelExpirationService$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,728] INFO [raft-expiration-reaper]: Stopped (kafka.raft.TimingWheelExpirationService$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,730] INFO [kafka-1-raft-io-thread]: Shutting down (kafka.raft.KafkaRaftManager$RaftIoThread)
kafka         | [2025-05-31 03:07:19,730] INFO [RaftManager id=1] Beginning graceful shutdown (org.apache.kafka.raft.KafkaRaftClient)
kafka         | [2025-05-31 03:07:19,732] INFO [RaftManager id=1] Graceful shutdown completed (org.apache.kafka.raft.KafkaRaftClient)
kafka         | [2025-05-31 03:07:19,733] INFO [kafka-1-raft-io-thread]: Completed graceful shutdown of RaftClient (kafka.raft.KafkaRaftManager$RaftIoThread)
kafka         | [2025-05-31 03:07:19,733] INFO [kafka-1-raft-io-thread]: Stopped (kafka.raft.KafkaRaftManager$RaftIoThread)
kafka         | [2025-05-31 03:07:19,733] INFO [kafka-1-raft-io-thread]: Shutdown completed (kafka.raft.KafkaRaftManager$RaftIoThread)
kafka         | [2025-05-31 03:07:19,741] INFO [kafka-1-raft-outbound-request-thread]: Shutting down (kafka.raft.RaftSendThread)
kafka         | [2025-05-31 03:07:19,742] INFO [kafka-1-raft-outbound-request-thread]: Shutdown completed (kafka.raft.RaftSendThread)
kafka         | [2025-05-31 03:07:19,741] INFO [kafka-1-raft-outbound-request-thread]: Stopped (kafka.raft.RaftSendThread)
kafka         | [2025-05-31 03:07:19,750] INFO [ProducerStateManager partition=__cluster_metadata-0]Wrote producer snapshot at offset 1364 with 0 producer ids in 5 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka         | [2025-05-31 03:07:19,758] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Stopping socket server request processors (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,762] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Stopped socket server request processors (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,765] INFO [QuorumController id=1] QuorumController#beginShutdown: shutting down event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,765] ERROR [QuorumController id=1] writeNoOpRecord: unable to start processing because of RejectedExecutionException. Reason: null (org.apache.kafka.controller.QuorumController)
kafka         | [2025-05-31 03:07:19,765] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Shutting down socket server (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,770] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Shutdown completed (kafka.network.SocketServer)
kafka         | [2025-05-31 03:07:19,771] INFO [data-plane Kafka Request Handler on Broker 1], shutting down (kafka.server.KafkaRequestHandlerPool)
kafka         | [2025-05-31 03:07:19,771] INFO [data-plane Kafka Request Handler on Broker 1], shut down completely (kafka.server.KafkaRequestHandlerPool)
kafka         | [2025-05-31 03:07:19,772] INFO [ExpirationReaper-1-AlterAcls]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,774] INFO [ExpirationReaper-1-AlterAcls]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,774] INFO [ExpirationReaper-1-AlterAcls]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka         | [2025-05-31 03:07:19,775] INFO [controller-1-ThrottledChannelReaper-Fetch]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,775] INFO [controller-1-ThrottledChannelReaper-Fetch]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,775] INFO [controller-1-ThrottledChannelReaper-Fetch]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,775] INFO [controller-1-ThrottledChannelReaper-Produce]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,776] INFO [controller-1-ThrottledChannelReaper-Produce]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,776] INFO [controller-1-ThrottledChannelReaper-Produce]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,776] INFO [controller-1-ThrottledChannelReaper-Request]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,776] INFO [controller-1-ThrottledChannelReaper-Request]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,776] INFO [controller-1-ThrottledChannelReaper-Request]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,777] INFO [controller-1-ThrottledChannelReaper-ControllerMutation]: Shutting down (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,777] INFO [controller-1-ThrottledChannelReaper-ControllerMutation]: Stopped (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,777] INFO [controller-1-ThrottledChannelReaper-ControllerMutation]: Shutdown completed (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka         | [2025-05-31 03:07:19,777] INFO [QuorumController id=1] closed event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,779] INFO [SharedServer id=1] Stopping SharedServer (kafka.server.SharedServer)
kafka         | [2025-05-31 03:07:19,780] INFO [MetadataLoader id=1] beginShutdown: shutting down event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,780] INFO [SnapshotGenerator id=1] close: shutting down event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,780] INFO [SnapshotGenerator id=1] closed event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,780] INFO [MetadataLoader id=1] closed event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,780] INFO [SnapshotGenerator id=1] closed event queue. (org.apache.kafka.queue.KafkaEventQueue)
kafka         | [2025-05-31 03:07:19,781] INFO Metrics scheduler closed (org.apache.kafka.common.metrics.Metrics)
kafka         | [2025-05-31 03:07:19,782] INFO Closing reporter org.apache.kafka.common.metrics.JmxReporter (org.apache.kafka.common.metrics.Metrics)
kafka         | [2025-05-31 03:07:19,782] INFO Metrics reporters closed (org.apache.kafka.common.metrics.Metrics)
kafka         | [2025-05-31 03:07:19,782] INFO App info kafka.server for 1 unregistered (org.apache.kafka.common.utils.AppInfoParser)
kafka         | [2025-05-31 03:07:19,782] INFO App info kafka.server for 1 unregistered (org.apache.kafka.common.utils.AppInfoParser)
